ICD-10 code;CCS group;CCS group_description
M7118;211;Other connective tissue disease
M7119;211;Other connective tissue disease
M712;211;Other connective tissue disease
M7126;211;Other connective tissue disease
M713;211;Other connective tissue disease
M7130;211;Other connective tissue disease
M7131;211;Other connective tissue disease
M7132;211;Other connective tissue disease
M7133;211;Other connective tissue disease
M7134;211;Other connective tissue disease
M7135;211;Other connective tissue disease
M7136;211;Other connective tissue disease
M7137;211;Other connective tissue disease
M7138;211;Other connective tissue disease
M7139;211;Other connective tissue disease
M714;211;Other connective tissue disease
M7140;211;Other connective tissue disease
M7141;211;Other connective tissue disease
M7142;211;Other connective tissue disease
M7143;211;Other connective tissue disease
M7144;211;Other connective tissue disease
M7145;211;Other connective tissue disease
M7146;211;Other connective tissue disease
M7147;211;Other connective tissue disease
M7148;211;Other connective tissue disease
M7149;211;Other connective tissue disease
M715;211;Other connective tissue disease
M7150;211;Other connective tissue disease
M7151;211;Other connective tissue disease
M7152;211;Other connective tissue disease
M7153;211;Other connective tissue disease
M7154;211;Other connective tissue disease
M7155;211;Other connective tissue disease
M7156;211;Other connective tissue disease
M7157;211;Other connective tissue disease
M7158;211;Other connective tissue disease
M7159;211;Other connective tissue disease
M718;211;Other connective tissue disease
M7180;211;Other connective tissue disease
M7181;211;Other connective tissue disease
M7182;211;Other connective tissue disease
M7183;211;Other connective tissue disease
M7184;211;Other connective tissue disease
M7185;211;Other connective tissue disease
M7186;211;Other connective tissue disease
M7187;211;Other connective tissue disease
M7188;211;Other connective tissue disease
M7189;211;Other connective tissue disease
M719;211;Other connective tissue disease
M7190;211;Other connective tissue disease
M7191;211;Other connective tissue disease
M7192;211;Other connective tissue disease
M7193;211;Other connective tissue disease
M7194;211;Other connective tissue disease
M7195;211;Other connective tissue disease
M7196;211;Other connective tissue disease
M7197;211;Other connective tissue disease
M7198;211;Other connective tissue disease
M7199;211;Other connective tissue disease
M72;211;Other connective tissue disease
M720;211;Other connective tissue disease
M7204;211;Other connective tissue disease
M721;211;Other connective tissue disease
M7210;211;Other connective tissue disease
M7211;211;Other connective tissue disease
M7212;211;Other connective tissue disease
M7213;211;Other connective tissue disease
M7214;211;Other connective tissue disease
M7215;211;Other connective tissue disease
M7216;211;Other connective tissue disease
M7217;211;Other connective tissue disease
M7218;211;Other connective tissue disease
M7219;211;Other connective tissue disease
M722;211;Other connective tissue disease
M7227;211;Other connective tissue disease
M723;211;Other connective tissue disease
M7230;211;Other connective tissue disease
M7231;211;Other connective tissue disease
M7232;211;Other connective tissue disease
M7233;211;Other connective tissue disease
M7234;211;Other connective tissue disease
M7235;211;Other connective tissue disease
M7236;211;Other connective tissue disease
M7237;211;Other connective tissue disease
M7238;211;Other connective tissue disease
M7239;211;Other connective tissue disease
M724;211;Other connective tissue disease
M7240;211;Other connective tissue disease
M7241;211;Other connective tissue disease
M7242;211;Other connective tissue disease
M7243;211;Other connective tissue disease
M7244;211;Other connective tissue disease
M7245;211;Other connective tissue disease
M7246;211;Other connective tissue disease
M7247;211;Other connective tissue disease
M7248;211;Other connective tissue disease
M7249;211;Other connective tissue disease
M725;211;Other connective tissue disease
M7250;211;Other connective tissue disease
M7251;211;Other connective tissue disease
M7252;211;Other connective tissue disease
M7253;211;Other connective tissue disease
M7254;211;Other connective tissue disease
M7255;211;Other connective tissue disease
M7256;211;Other connective tissue disease
M7257;211;Other connective tissue disease
M7258;211;Other connective tissue disease
M7259;211;Other connective tissue disease
M726;211;Other connective tissue disease
M7260;211;Other connective tissue disease
M7261;211;Other connective tissue disease
M7262;211;Other connective tissue disease
M7263;211;Other connective tissue disease
M7264;211;Other connective tissue disease
M7265;211;Other connective tissue disease
M7266;211;Other connective tissue disease
M7267;211;Other connective tissue disease
M7268;211;Other connective tissue disease
M7269;211;Other connective tissue disease
M728;211;Other connective tissue disease
M7280;211;Other connective tissue disease
M7281;211;Other connective tissue disease
M7282;211;Other connective tissue disease
M7283;211;Other connective tissue disease
M7284;211;Other connective tissue disease
M7285;211;Other connective tissue disease
M7286;211;Other connective tissue disease
M7287;211;Other connective tissue disease
M7288;211;Other connective tissue disease
M7289;211;Other connective tissue disease
M729;211;Other connective tissue disease
M7290;211;Other connective tissue disease
M7291;211;Other connective tissue disease
M7292;211;Other connective tissue disease
M7293;211;Other connective tissue disease
M7294;211;Other connective tissue disease
M7295;211;Other connective tissue disease
M7296;211;Other connective tissue disease
M7297;211;Other connective tissue disease
M7298;211;Other connective tissue disease
M7299;211;Other connective tissue disease
M73;211;Other connective tissue disease
M730;211;Other connective tissue disease
M731;211;Other connective tissue disease
M738;211;Other connective tissue disease
M75;211;Other connective tissue disease
M750;211;Other connective tissue disease
M751;211;Other connective tissue disease
M752;211;Other connective tissue disease
M753;211;Other connective tissue disease
M754;211;Other connective tissue disease
M755;211;Other connective tissue disease
M758;211;Other connective tissue disease
M759;211;Other connective tissue disease
M76;211;Other connective tissue disease
M760;211;Other connective tissue disease
M7605;211;Other connective tissue disease
M761;211;Other connective tissue disease
M7615;211;Other connective tissue disease
M762;211;Other connective tissue disease
M763;211;Other connective tissue disease
M7635;211;Other connective tissue disease
M7636;211;Other connective tissue disease
M764;211;Other connective tissue disease
M7646;211;Other connective tissue disease
M765;211;Other connective tissue disease
M7656;211;Other connective tissue disease
M766;211;Other connective tissue disease
M7666;211;Other connective tissue disease
M767;211;Other connective tissue disease
M7676;211;Other connective tissue disease
M768;211;Other connective tissue disease
M7680;211;Other connective tissue disease
M7685;211;Other connective tissue disease
M7686;211;Other connective tissue disease
M7687;211;Other connective tissue disease
M769;211;Other connective tissue disease
M7695;211;Other connective tissue disease
M7696;211;Other connective tissue disease
M7697;211;Other connective tissue disease
M7699;211;Other connective tissue disease
M77;211;Other connective tissue disease
M770;211;Other connective tissue disease
M7702;211;Other connective tissue disease
M771;211;Other connective tissue disease
M7712;211;Other connective tissue disease
M772;211;Other connective tissue disease
M7723;211;Other connective tissue disease
M773;211;Other connective tissue disease
M7737;211;Other connective tissue disease
M774;211;Other connective tissue disease
M7740;211;Other connective tissue disease
M7747;211;Other connective tissue disease
M775;211;Other connective tissue disease
M7757;211;Other connective tissue disease
M778;211;Other connective tissue disease
M7780;211;Other connective tissue disease
M7781;211;Other connective tissue disease
M7782;211;Other connective tissue disease
M7783;211;Other connective tissue disease
M7784;211;Other connective tissue disease
M7785;211;Other connective tissue disease
M7786;211;Other connective tissue disease
M7787;211;Other connective tissue disease
M7788;211;Other connective tissue disease
M7789;211;Other connective tissue disease
M779;211;Other connective tissue disease
M7790;211;Other connective tissue disease
M7791;211;Other connective tissue disease
M7792;211;Other connective tissue disease
M7793;211;Other connective tissue disease
M7794;211;Other connective tissue disease
M7795;211;Other connective tissue disease
M7796;211;Other connective tissue disease
M7797;211;Other connective tissue disease
M7798;211;Other connective tissue disease
M7799;211;Other connective tissue disease
M79;211;Other connective tissue disease
M790;211;Other connective tissue disease
M7900;211;Other connective tissue disease
M7901;211;Other connective tissue disease
M7902;211;Other connective tissue disease
M7903;211;Other connective tissue disease
M7904;211;Other connective tissue disease
M7905;211;Other connective tissue disease
M7906;211;Other connective tissue disease
M7907;211;Other connective tissue disease
